Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M6M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M6M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,5035
M6M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,740
M6M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,395
M6M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,655
M6M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,3230
M6M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,10
M6M,Household and dwelling characteristics,Total number of private households by household size,,,,,,15660
M6M,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,4100
M6M,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,4425
M6M,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,3035
M6M,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,2320
M6M,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,1085
M6M,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,690
M6M,Household and dwelling characteristics,Number of persons in private households,,,,,,41335
M6M,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.6
M6N,Household and dwelling characteristics,Total number of persons in private households,,,,,,41275
M6N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,8185
M6N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,1510
M6N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1890
M6N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,4790
M6N,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,33085
M6N,Household and dwelling characteristics,Average number of persons per census family,,,,,,3
M6N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,5310
M6N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,2260
M6N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,460
M6N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,150
M6N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,1650
M6N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,3050
M6N,Household and dwelling characteristics,Total number of private households by household type,,,,,,15845
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,10270
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,8480
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,6335
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,2240
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,4090
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,2155
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,1790
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,1145
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,720
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,195
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,520
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,425
M6N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,645
M6N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,5575
M6N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,4785
M6N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,790
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,15845
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,4025
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,3910
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,7915
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,2895
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,840
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,840
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,3300
M6N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,30
M6N,Household and dwelling characteristics,Total number of private households by household size,,,,,,15845
M6N,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,4785
M6N,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,4015
M6N,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,2780
M6N,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,2420
M6N,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,1125
M6N,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,720
M6N,Household and dwelling characteristics,Number of persons in private households,,,,,,41275
M6N,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.6
M6P,Household and dwelling characteristics,Total number of persons in private households,,,,,,37480
M6P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,10925
M6P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,835
M6P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,2855
M6P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,7235
M6P,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,26550
M6P,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.7
M6P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,4045
M6P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1875
M6P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,240
M6P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,135
M6P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,1505
M6P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,2165
M6P,Household and dwelling characteristics,Total number of private households by household type,,,,,,17940
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,9435
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,8580
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,7105
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,3615
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,3495
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,1475
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,855
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,620
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,410
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,185
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,230
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,215
M6P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,235
M6P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,8500
M6P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,7235
M6P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,1260
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,17940
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,2145
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,7280
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,8515
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,1535
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,575
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,825
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,5560
M6P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,20
M6P,Household and dwelling characteristics,Total number of private households by household size,,,,,,17940
M6P,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,7235
M6P,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,5630
M6P,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,2435
M6P,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,1870
M6P,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,530
M6P,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,235
M6P,Household and dwelling characteristics,Number of persons in private households,,,,,,37480
M6P,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.1
M6R,Household and dwelling characteristics,Total number of persons in private households,,,,,,18805
M6R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,5280
M6R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,470
M6R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1550
M6R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,3265
M6R,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,13525
M6R,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.8
M6R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,1850
M6R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,805
M6R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,140
M6R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,110
M6R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,555
M6R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,1045
M6R,Household and dwelling characteristics,Total number of private households by household type,,,,,,8565
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,4650
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,4155
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,3530
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,1655
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,1875
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,625
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,495
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,395
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,295
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,105
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,185
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,100
M6R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,95
M6R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,3915
M6R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,3265
M6R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,650
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,8565
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,1400
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,825
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,10
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,6330
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,1225
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,285
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,760
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,4035
M6R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,20
M6R,Household and dwelling characteristics,Total number of private households by household size,,,,,,8565
M6R,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,3265
M6R,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,2560
M6R,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,1225
M6R,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,1030
M6R,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,350
M6R,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,135
M6R,Household and dwelling characteristics,Number of persons in private households,,,,,,18805
M6R,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.2
M6S,Household and dwelling characteristics,Total number of persons in private households,,,,,,31325
M6S,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,6070
M6S,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,605
M6S,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1130
M6S,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,4330
M6S,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,25260
M6S,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.9
M6S,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,4100
M6S,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1595
M6S,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,230
M6S,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,75
M6S,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,1285
M6S,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,2500
M6S,Household and dwelling characteristics,Total number of private households by household type,,,,,,13510
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,8615
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,8060
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,6715
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,2910
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,3805
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,1345
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,555
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,455
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,310
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,115
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,195
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,145
M6S,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,100
M6S,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,4890
M6S,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,4330
M6S,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,560
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,13510
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,5325
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,3190
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,4995
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,1515
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,500
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,500
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,2460
M6S,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,15
M6S,Household and dwelling characteristics,Total number of private households by household size,,,,,,13505
M6S,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,4330
M6S,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,4215
M6S,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,2205
M6S,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,2040
M6S,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,555
M6S,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,160
M6S,Household and dwelling characteristics,Number of persons in private households,,,,,,31330
M6S,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.3
M8V,Household and dwelling characteristics,Total number of persons in private households,,,,,,31545
M8V,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,9280
M8V,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,735
M8V,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1580
M8V,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,6965
M8V,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,22270
M8V,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.6
M8V,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,4515
M8V,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,2090
M8V,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,195
M8V,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,115
M8V,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,1780
M8V,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,2430
M8V,Household and dwelling characteristics,Total number of private households by household type,,,,,,16025
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,8255
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,7620
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,5985
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,3395
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,2585
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,1635
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,640
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,485
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,310
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,160
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,155
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,175
M8V,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,150
M8V,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,7775
M8V,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,6965
M8V,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,810
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,16030
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,3435
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,6530
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,6065
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,365
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,695
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,455
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,4535
M8V,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,5
M8V,Household and dwelling characteristics,Total number of private households by household size,,,,,,16030
M8V,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,6965
M8V,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,5280
M8V,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,1940
M8V,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,1265
M8V,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,410
M8V,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,165
M8V,Household and dwelling characteristics,Number of persons in private households,,,,,,31550
M8V,Household and dwelling characteristics,Average number of persons in private households,,,,,,2
M8W,Household and dwelling characteristics,Total number of persons in private households,,,,,,19985
M8W,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,4170
M8W,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,595
M8W,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,850
M8W,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,2725
M8W,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,15815
M8W,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.8
M8W,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,3015
M8W,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1135
M8W,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,185
M8W,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,80
M8W,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,870
M8W,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,1885
M8W,Household and dwelling characteristics,Total number of private households by household type,,,,,,8535
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,5410
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,4770
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,3825
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,1730
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,2095
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,945
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,635
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,430
M8W,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,290
