,Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
34025,M6H,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1725.0
34489,M6J,Marital status,Total population 15 years and over by marital status,,,,,,26015.0
34490,M6J,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,11910.0
34491,M6J,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,8995.0
34492,M6J,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,2920.0
34493,M6J,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,14100.0
34494,M6J,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,10645.0
34495,M6J,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,680.0
34496,M6J,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1455.0
34497,M6J,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1320.0
34961,M6K,Marital status,Total population 15 years and over by marital status,,,,,,31305.0
34962,M6K,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,12435.0
34963,M6K,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,8960.0
34964,M6K,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,3475.0
34965,M6K,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,18870.0
34966,M6K,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,13840.0
34967,M6K,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,1240.0
34968,M6K,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,2440.0
34969,M6K,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1350.0
35433,M6L,Marital status,Total population 15 years and over by marital status,,,,,,16880.0
35434,M6L,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,8800.0
35435,M6L,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,8160.0
35436,M6L,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,640.0
35437,M6L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,8080.0
35438,M6L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,5165.0
35439,M6L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,635.0
35440,M6L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,975.0
35441,M6L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1305.0
35905,M6M,Marital status,Total population 15 years and over by marital status,,,,,,34180.0
35906,M6M,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,15905.0
35907,M6M,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,13885.0
35908,M6M,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,2020.0
35909,M6M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,18280.0
35910,M6M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,12330.0
35911,M6M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,1520.0
35912,M6M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,2455.0
35913,M6M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1970.0
36377,M6N,Marital status,Total population 15 years and over by marital status,,,,,,34310.0
36378,M6N,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,16425.0
36379,M6N,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,14390.0
36380,M6N,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,2045.0
36381,M6N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,17885.0
36382,M6N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,11970.0
36383,M6N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,1395.0
36384,M6N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,2480.0
36385,M6N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,2040.0
36849,M6P,Marital status,Total population 15 years and over by marital status,,,,,,33000.0
36850,M6P,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,16125.0
36851,M6P,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,12500.0
36852,M6P,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,3620.0
36853,M6P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,16875.0
36854,M6P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,11875.0
36855,M6P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,1095.0
36856,M6P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,2415.0
36857,M6P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1485.0
37321,M6R,Marital status,Total population 15 years and over by marital status,,,,,,16380.0
37322,M6R,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,8190.0
37323,M6R,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,6005.0
37324,M6R,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,2185.0
37325,M6R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,8185.0
37326,M6R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,5705.0
37327,M6R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,450.0
37328,M6R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1105.0
37329,M6R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,925.0
37793,M6S,Marital status,Total population 15 years and over by marital status,,,,,,26070.0
37794,M6S,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,14635.0
37795,M6S,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,12555.0
37796,M6S,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,2075.0
37797,M6S,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,11435.0
37798,M6S,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,7690.0
37799,M6S,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,690.0
37800,M6S,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1645.0
37801,M6S,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1405.0
38265,M8V,Marital status,Total population 15 years and over by marital status,,,,,,28065.0
38266,M8V,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,13465.0
38267,M8V,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,10740.0
38268,M8V,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,2725.0
38269,M8V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,14605.0
38270,M8V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,8915.0
38271,M8V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,1220.0
38272,M8V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,2810.0
38273,M8V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1655.0
38737,M8W,Marital status,Total population 15 years and over by marital status,,,,,,17290.0
38738,M8W,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,9025.0
38739,M8W,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,7670.0
38740,M8W,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1360.0
38741,M8W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,8265.0
38742,M8W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,5170.0
38743,M8W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,665.0
38744,M8W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1240.0
38745,M8W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1190.0
39209,M8X,Marital status,Total population 15 years and over by marital status,,,,,,8810.0
39210,M8X,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,5315.0
39211,M8X,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,4815.0
39212,M8X,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,500.0
39213,M8X,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,3495.0
39214,M8X,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,2240.0
39215,M8X,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,165.0
39216,M8X,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,465.0
39217,M8X,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,625.0
39681,M8Y,Marital status,Total population 15 years and over by marital status,,,,,,16815.0
39682,M8Y,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,9170.0
39683,M8Y,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,7785.0
39684,M8Y,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1385.0
39685,M8Y,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,7645.0
39686,M8Y,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,4885.0
39687,M8Y,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,585.0
39688,M8Y,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1265.0
39689,M8Y,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,910.0
40153,M8Z,Marital status,Total population 15 years and over by marital status,,,,,,13115.0
40154,M8Z,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,7610.0
40155,M8Z,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,6760.0
40156,M8Z,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,850.0
40157,M8Z,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,5505.0
40158,M8Z,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,3505.0
40159,M8Z,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,310.0
40160,M8Z,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,745.0
40161,M8Z,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,945.0
40625,M9A,Marital status,Total population 15 years and over by marital status,,,,,,28730.0
40626,M9A,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,15470.0
40627,M9A,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,13995.0
40628,M9A,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1475.0
40629,M9A,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,13260.0
40630,M9A,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,8490.0
40631,M9A,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,875.0
40632,M9A,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1830.0
40633,M9A,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,2070.0
41097,M9B,Marital status,Total population 15 years and over by marital status,,,,,,25510.0
41098,M9B,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,14700.0
41099,M9B,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,13455.0
41100,M9B,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1245.0
41101,M9B,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,10810.0
41102,M9B,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,7225.0
41103,M9B,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,615.0
41104,M9B,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1265.0
41105,M9B,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1705.0
41569,M9C,Marital status,Total population 15 years and over by marital status,,,,,,31470.0
41570,M9C,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,17050.0
41571,M9C,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,15590.0
41572,M9C,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1460.0
41573,M9C,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,14425.0
41574,M9C,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,8875.0
41575,M9C,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,965.0
41576,M9C,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1930.0
41577,M9C,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,2655.0
42041,M9L,Marital status,Total population 15 years and over by marital status,,,,,,9825.0
42042,M9L,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,5635.0
42043,M9L,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,5415.0
42044,M9L,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,225.0
42045,M9L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,4195.0
42046,M9L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,2840.0
42047,M9L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,280.0
42048,M9L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,440.0
42049,M9L,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,635.0
42513,M9M,Marital status,Total population 15 years and over by marital status,,,,,,16610.0
42514,M9M,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,8735.0
42515,M9M,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,8030.0
42516,M9M,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,705.0
42517,M9M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,7880.0
42518,M9M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,5275.0
42519,M9M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,665.0
42520,M9M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,980.0
42521,M9M,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,955.0
42985,M9N,Marital status,Total population 15 years and over by marital status,,,,,,20445.0
42986,M9N,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,9355.0
42987,M9N,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,8095.0
42988,M9N,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1260.0
42989,M9N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,11095.0
42990,M9N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,7290.0
42991,M9N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,990.0
42992,M9N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1630.0
42993,M9N,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1185.0
43457,M9P,Marital status,Total population 15 years and over by marital status,,,,,,17670.0
43458,M9P,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,9260.0
43459,M9P,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,8495.0
43460,M9P,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,765.0
43461,M9P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,8410.0
43462,M9P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,5030.0
43463,M9P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,570.0
43464,M9P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1045.0
43465,M9P,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1770.0
43929,M9R,Marital status,Total population 15 years and over by marital status,,,,,,26515.0
43930,M9R,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,14240.0
43931,M9R,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,13280.0
43932,M9R,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,955.0
43933,M9R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,12270.0
43934,M9R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,7955.0
43935,M9R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,910.0
43936,M9R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1525.0
43937,M9R,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1890.0
44401,M9V,Marital status,Total population 15 years and over by marital status,,,,,,44035.0
44402,M9V,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,23595.0
44403,M9V,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,22320.0
44404,M9V,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1280.0
44405,M9V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,20440.0
44406,M9V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,14395.0
44407,M9V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,1595.0
44408,M9V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,2150.0
44409,M9V,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,2300.0
44873,M9W,Marital status,Total population 15 years and over by marital status,,,,,,33900.0
44874,M9W,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,,,,,17570.0
44875,M9W,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Married (and not separated),,,,16235.0
44876,M9W,Marital status,Total population 15 years and over by marital status,Married or living with a common-law partner,Living common law,,,,1335.0
44877,M9W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,,,,,16330.0
44878,M9W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Single (never legally married),,,,11280.0
44879,M9W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Separated,,,,1170.0
44880,M9W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Divorced,,,,1965.0
44881,M9W,Marital status,Total population 15 years and over by marital status,Not married and not living with a common-law partner,Widowed,,,,1910.0
