,Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
265,M1L,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Catholic,,,,,50.0
266,M1L,Religion,Total population by selected religions - 20% Sample Data,Church of Jesus Christ of Latter-day Saints (Mormons),,,,,75.0
267,M1L,Religion,Total population by selected religions - 20% Sample Data,Salvation Army,,,,,95.0
268,M1L,Religion,Total population by selected religions - 20% Sample Data,Christian Reformed Church,,,,,0.0
269,M1L,Religion,Total population by selected religions - 20% Sample Data,Evangelical Missionary Church,,,,,15.0
270,M1L,Religion,Total population by selected religions - 20% Sample Data,Christian and Missionary Alliance,,,,,35.0
271,M1L,Religion,Total population by selected religions - 20% Sample Data,Adventist,,,,,85.0
272,M1L,Religion,Total population by selected religions - 20% Sample Data,Non-denominational,,,,,0.0
273,M1L,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Orthodox,,,,,10.0
274,M1L,Religion,Total population by selected religions - 20% Sample Data,Aboriginal spirituality,,,,,0.0
275,M1L,Religion,Total population by selected religions - 20% Sample Data,Hutterite,,,,,0.0
276,M1L,Religion,Total population by selected religions - 20% Sample Data,Methodist,,,,,40.0
277,M1L,Religion,Total population by selected religions - 20% Sample Data,Pagan,,,,,15.0
278,M1L,Religion,Total population by selected religions - 20% Sample Data,Brethren in Christ,,,,,0.0
279,M1L,Religion,Total population by selected religions - 20% Sample Data,Serbian Orthodox,,,,,0.0
280,M1M,Religion,Total population by selected religions - 20% Sample Data,,,,,,21925.0
281,M1M,Religion,Total population by selected religions - 20% Sample Data,Roman Catholic,,,,,7455.0
282,M1M,Religion,Total population by selected religions - 20% Sample Data,No religion,,,,,3185.0
283,M1M,Religion,Total population by selected religions - 20% Sample Data,United Church,,,,,1975.0
284,M1M,Religion,Total population by selected religions - 20% Sample Data,Anglican,,,,,2135.0
285,M1M,Religion,Total population by selected religions - 20% Sample Data,Christian not included elsewhere,,,,,605.0
286,M1M,Religion,Total population by selected religions - 20% Sample Data,Baptist,,,,,575.0
287,M1M,Religion,Total population by selected religions - 20% Sample Data,Lutheran,,,,,430.0
288,M1M,Religion,Total population by selected religions - 20% Sample Data,Muslim,,,,,920.0
289,M1M,Religion,Total population by selected religions - 20% Sample Data,Protestant not included elsewhere,,,,,735.0
290,M1M,Religion,Total population by selected religions - 20% Sample Data,Presbyterian,,,,,385.0
291,M1M,Religion,Total population by selected religions - 20% Sample Data,Pentecostal,,,,,325.0
292,M1M,Religion,Total population by selected religions - 20% Sample Data,Jewish,,,,,65.0
293,M1M,Religion,Total population by selected religions - 20% Sample Data,Buddhist,,,,,185.0
294,M1M,Religion,Total population by selected religions - 20% Sample Data,Hindu,,,,,940.0
295,M1M,Religion,Total population by selected religions - 20% Sample Data,Sikh,,,,,65.0
296,M1M,Religion,Total population by selected religions - 20% Sample Data,Greek Orthodox,,,,,580.0
297,M1M,Religion,Total population by selected religions - 20% Sample Data,Mennonite,,,,,15.0
298,M1M,Religion,Total population by selected religions - 20% Sample Data,Orthodox not included elsewhere,,,,,470.0
299,M1M,Religion,Total population by selected religions - 20% Sample Data,Jehovah's Witnesses,,,,,75.0
300,M1M,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Catholic,,,,,65.0
301,M1M,Religion,Total population by selected religions - 20% Sample Data,Church of Jesus Christ of Latter-day Saints (Mormons),,,,,105.0
302,M1M,Religion,Total population by selected religions - 20% Sample Data,Salvation Army,,,,,55.0
303,M1M,Religion,Total population by selected religions - 20% Sample Data,Christian Reformed Church,,,,,0.0
304,M1M,Religion,Total population by selected religions - 20% Sample Data,Evangelical Missionary Church,,,,,35.0
305,M1M,Religion,Total population by selected religions - 20% Sample Data,Christian and Missionary Alliance,,,,,0.0
306,M1M,Religion,Total population by selected religions - 20% Sample Data,Adventist,,,,,115.0
307,M1M,Religion,Total population by selected religions - 20% Sample Data,Non-denominational,,,,,30.0
308,M1M,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Orthodox,,,,,0.0
