Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M6B,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1465
M6B,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1455
M6B,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,785
M6B,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1520
M6B,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,980
M6B,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,405
M6B,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,130
M6B,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,5170
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,10485
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,3570
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,2240
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,4675
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,895
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,30
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,535
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,3210
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M6C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M6C,Family characteristics,Total - Private households by household size - 100% data,,,,,,10485
M6C,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3490
M6C,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,3280
M6C,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,1600
M6C,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1435
M6C,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,680
M6C,Family characteristics,Number of persons in private households,,,,,,24260
M6C,Family characteristics,Average household size,,,,,,2.3
M6C,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,6470
M6C,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,3130
M6C,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1510
M6C,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1400
M6C,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,430
M6C,Family characteristics,Average size of census families,,,,,,2.9
M6C,Family characteristics,Total number of census families in private households - 100% data,,,,,,6470
M6C,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,5275
M6C,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,4345
M6C,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,925
M6C,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1200
M6C,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1020
M6C,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,180
M6C,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,5270
M6C,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2320
M6C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2955
M6C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1225
M6C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1315
M6C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,420
M6C,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1195
M6C,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,805
M6C,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,290
M6C,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,100
M6C,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,5650
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,14720
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,5150
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,1480
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,8090
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,2125
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,105
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,1325
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,4510
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,30
M6E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M6E,Family characteristics,Total - Private households by household size - 100% data,,,,,,14720
M6E,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3905
M6E,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,4300
M6E,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2950
M6E,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,2210
M6E,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1350
M6E,Family characteristics,Number of persons in private households,,,,,,37715
M6E,Family characteristics,Average household size,,,,,,2.6
M6E,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,10415
M6E,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,4820
M6E,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,2905
M6E,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,2035
M6E,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,655
M6E,Family characteristics,Average size of census families,,,,,,2.9
M6E,Family characteristics,Total number of census families in private households - 100% data,,,,,,10415
M6E,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,7930
M6E,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,6720
M6E,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,1210
M6E,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,2485
M6E,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,2095
M6E,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,390
M6E,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,7930
M6E,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,3145
M6E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,4780
M6E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,2280
M6E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1885
M6E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,615
M6E,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,2485
M6E,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,1665
M6E,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,625
M6E,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,190
M6E,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,7795
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,13425
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,1650
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,1010
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,10755
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,2480
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,805
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,920
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,6370
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,180
M6G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,5
M6G,Family characteristics,Total - Private households by household size - 100% data,,,,,,13425
M6G,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,4260
M6G,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,4500
M6G,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2205
M6G,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1690
M6G,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,770
M6G,Family characteristics,Number of persons in private households,,,,,,30850
M6G,Family characteristics,Average household size,,,,,,2.3
M6G,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,7795
M6G,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,4155
M6G,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1770
M6G,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1510
M6G,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,370
M6G,Family characteristics,Average size of census families,,,,,,2.8
M6G,Family characteristics,Total number of census families in private households - 100% data,,,,,,7795
M6G,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,6335
M6G,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,4675
M6G,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,1660
M6G,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1460
M6G,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1195
M6G,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,265
M6G,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,6335
M6G,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,3200
M6G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,3135
M6G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1370
M6G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1415
M6G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,345
M6G,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1460
M6G,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,955
M6G,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,400
M6G,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,110
M6G,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,9310
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,19205
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2135
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,3015
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,14060
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,2210
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,1015
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,1810
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,8655
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,370
M6H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M6H,Family characteristics,Total - Private households by household size - 100% data,,,,,,19210
M6H,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,6135
M6H,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,6380
M6H,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,3165
M6H,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,2255
M6H,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1275
M6H,Family characteristics,Number of persons in private households,,,,,,44535
M6H,Family characteristics,Average household size,,,,,,2.3
M6H,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,11465
M6H,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,6190
M6H,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,2710
M6H,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1955
M6H,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,605
M6H,Family characteristics,Average size of census families,,,,,,2.7
M6H,Family characteristics,Total number of census families in private households - 100% data,,,,,,11465
M6H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,9350
M6H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,6810
M6H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,2540
M6H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,2110
M6H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1715
M6H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,400
M6H,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,9350
M6H,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,4750
M6H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,4600
M6H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,2175
M6H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1840
M6H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,580
M6H,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,2110
M6H,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,1445
M6H,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,535
M6H,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,135
M6H,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,13035
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,15060
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,510
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,4360
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,10195
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,1030
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,1750
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,1300
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,5705
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,410
M6J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M6J,Family characteristics,Total - Private households by household size - 100% data,,,,,,15065
M6J,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,5730
M6J,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,5310
M6J,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2050
M6J,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1265
M6J,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,715
M6J,Family characteristics,Number of persons in private households,,,,,,31655
M6J,Family characteristics,Average household size,,,,,,2.1
M6J,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,7710
M6J,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,4690
M6J,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1650
M6J,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1105
M6J,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,265
M6J,Family characteristics,Average size of census families,,,,,,2.6
M6J,Family characteristics,Total number of census families in private households - 100% data,,,,,,7710
M6J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,6400
M6J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,4275
M6J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,2125
M6J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1315
M6J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1065
M6J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,245
M6J,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,6400
M6J,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,3810
M6J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2590
M6J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1300
M6J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1050
M6J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,240
M6J,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1310
M6J,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,880
M6J,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,350
M6J,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,80
M6J,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,11530
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,22025
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,385
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,14160
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,7475
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,555
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,920
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,415
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,5530
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,55
M6K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,5
M6K,Family characteristics,Total - Private households by household size - 100% data,,,,,,22020
M6K,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,11165
M6K,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,6975
M6K,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2105
M6K,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1160
M6K,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,620
M6K,Family characteristics,Number of persons in private households,,,,,,39495
M6K,Family characteristics,Average household size,,,,,,1.8
M6K,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,8895
M6K,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,5750
M6K,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1785
M6K,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1010
M6K,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,345
M6K,Family characteristics,Average size of census families,,,,,,2.6
M6K,Family characteristics,Total number of census families in private households - 100% data,,,,,,8895
M6K,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,7125
M6K,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,4305
M6K,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,2815
M6K,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1765
M6K,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1510
M6K,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,260
M6K,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,7125
M6K,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,4575
M6K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2545
M6K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1320
M6K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,905
M6K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,315
M6K,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1765
M6K,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,1170
M6K,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,465
M6K,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,130
M6K,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,16750
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,7385
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2795
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,2935
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,1650
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,385
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,100
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,290
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,875
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M6L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,5
M6L,Family characteristics,Total - Private households by household size - 100% data,,,,,,7385
M6L,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,1665
M6L,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,2165
M6L,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,1415
M6L,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1290
M6L,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,855
M6L,Family characteristics,Number of persons in private households,,,,,,20185
M6L,Family characteristics,Average household size,,,,,,2.7
M6L,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,5690
M6L,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,2480
M6L,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1455
M6L,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1255
M6L,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,505
M6L,Family characteristics,Average size of census families,,,,,,3
M6L,Family characteristics,Total number of census families in private households - 100% data,,,,,,5690
M6L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,3980
M6L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,3640
M6L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,335
M6L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1715
M6L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1495
M6L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,215
M6L,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,3975
M6L,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,1475
M6L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2500
M6L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,990
M6L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1080
M6L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,430
M6L,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1710
M6L,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,1000
M6L,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,465
M6L,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,245
M6L,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,3130
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,16020
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,4490
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,6455
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,5075
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,765
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,355
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,710
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,3235
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,10
M6M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M6M,Family characteristics,Total - Private households by household size - 100% data,,,,,,16020
M6M,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,4380
