Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Original resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Dec 27, 2024 12:00 PM;Dec 27, 2024 1:00 PM;107.81;96.48;107.81;107.81;107.81;107.81;107.81;39.72;107.81;107.81;41.12;117.98;107.81;-;118.30;107.81;107.81
Dec 27, 2024 1:00 PM;Dec 27, 2024 2:00 PM;107.94;96.31;107.94;107.94;107.94;107.94;107.94;39.78;107.94;107.94;41.06;115.00;107.94;-;120.10;107.94;107.94
Dec 27, 2024 2:00 PM;Dec 27, 2024 3:00 PM;121.65;105.74;118.91;121.65;121.65;110.30;120.12;39.97;122.58;122.04;41.30;122.46;122.12;-;124.40;122.74;122.39
Dec 27, 2024 3:00 PM;Dec 27, 2024 4:00 PM;136.46;116.01;131.07;136.46;136.46;114.15;133.64;39.92;137.92;137.23;41.59;130.29;137.38;-;144.06;138.60;137.92
Dec 27, 2024 4:00 PM;Dec 27, 2024 5:00 PM;146.25;125.83;142.36;146.25;146.25;129.98;144.21;39.96;147.31;146.81;42.11;151.99;146.92;-;152.00;147.80;147.31
Dec 27, 2024 5:00 PM;Dec 27, 2024 6:00 PM;151.80;132.24;151.31;151.80;151.80;149.78;151.55;39.72;151.94;151.87;42.04;160.94;151.89;-;168.21;152.00;151.94
Dec 27, 2024 6:00 PM;Dec 27, 2024 7:00 PM;158.40;137.10;158.40;158.40;158.40;158.40;158.40;37.98;158.40;158.40;39.91;163.00;158.40;-;168.21;158.40;158.40
Dec 27, 2024 7:00 PM;Dec 27, 2024 8:00 PM;146.43;126.87;146.43;146.43;146.43;146.43;146.43;36.35;146.43;146.43;37.04;150.73;146.43;-;167.62;146.43;146.43
Dec 27, 2024 8:00 PM;Dec 27, 2024 9:00 PM;133.14;115.39;133.14;133.14;133.14;133.14;133.14;34.40;133.14;133.14;35.14;134.62;133.14;-;160.59;133.14;133.14
Dec 27, 2024 9:00 PM;Dec 27, 2024 10:00 PM;125.42;108.56;125.42;125.42;125.42;125.42;125.42;31.26;125.42;125.42;32.71;126.80;125.42;-;149.65;125.42;125.42
Dec 27, 2024 10:00 PM;Dec 27, 2024 11:00 PM;126.76;109.37;126.76;126.76;126.76;126.76;126.76;30.64;126.76;126.76;31.57;126.79;126.76;-;135.00;126.76;126.76
Dec 27, 2024 11:00 PM;Dec 28, 2024 12:00 AM;114.00;99.26;114.00;114.00;114.00;114.00;114.00;30.47;114.00;114.00;29.69;119.72;114.00;-;122.11;114.00;114.00
Dec 28, 2024 12:00 AM;Dec 28, 2024 1:00 AM;126.40;108.33;126.40;126.40;126.40;126.40;126.40;30.96;126.40;126.40;28.34;121.08;126.40;-;126.40;126.40;126.40
Dec 28, 2024 1:00 AM;Dec 28, 2024 2:00 AM;116.63;100.38;116.63;116.63;116.63;116.63;116.63;30.90;116.63;116.63;25.11;115.10;116.63;-;116.63;116.63;116.63
Dec 28, 2024 2:00 AM;Dec 28, 2024 3:00 AM;110.15;94.94;110.15;110.15;110.15;110.15;110.15;30.91;110.15;110.15;22.19;110.02;110.15;-;110.15;110.15;110.15
Dec 28, 2024 3:00 AM;Dec 28, 2024 4:00 AM;105.92;91.50;105.92;105.92;105.92;105.92;105.92;30.90;105.92;105.92;20.90;107.39;105.92;-;105.92;105.92;105.92
Dec 28, 2024 4:00 AM;Dec 28, 2024 5:00 AM;102.93;89.22;102.93;102.93;102.93;102.93;102.93;30.86;102.93;102.93;21.06;106.02;102.93;-;102.93;102.93;102.93
Dec 28, 2024 5:00 AM;Dec 28, 2024 6:00 AM;105.58;91.27;105.58;105.58;105.58;105.58;105.58;30.92;105.58;105.58;20.71;107.67;105.58;-;105.58;105.58;105.58
Dec 28, 2024 6:00 AM;Dec 28, 2024 7:00 AM;109.71;94.83;109.71;109.71;109.71;109.71;109.71;30.86;109.71;109.71;21.84;112.76;109.71;-;120.10;109.71;109.71
Dec 28, 2024 7:00 AM;Dec 28, 2024 8:00 AM;124.24;106.19;124.24;124.24;124.24;124.24;124.24;30.85;124.24;124.24;24.45;118.89;124.24;-;127.50;124.24;124.24
Dec 28, 2024 8:00 AM;Dec 28, 2024 9:00 AM;128.00;109.84;128.00;128.00;128.00;128.00;128.00;30.78;128.00;128.00;28.18;125.30;128.00;-;128.09;128.00;128.00
Dec 28, 2024 9:00 AM;Dec 28, 2024 10:00 AM;128.30;110.35;128.30;128.30;128.30;128.30;128.30;30.92;128.30;128.30;30.46;126.11;128.30;-;128.30;128.30;128.30
Dec 28, 2024 10:00 AM;Dec 28, 2024 11:00 AM;122.83;105.64;122.83;122.83;122.83;122.83;122.83;30.96;122.83;122.83;30.19;118.28;122.83;-;122.83;122.83;122.83
Dec 28, 2024 11:00 AM;Dec 28, 2024 12:00 PM;113.40;98.09;113.40;113.40;113.40;113.40;113.40;31.00;113.40;113.40;30.58;110.24;113.40;-;113.40;113.40;113.40
Dec 28, 2024 12:00 PM;Dec 28, 2024 1:00 PM;108.97;94.66;108.97;108.97;108.97;108.97;108.97;30.99;108.97;108.97;30.49;107.99;108.97;-;108.97;108.97;108.97
Dec 28, 2024 1:00 PM;Dec 28, 2024 2:00 PM;110.01;95.32;110.01;110.01;110.01;110.01;110.01;31.35;110.01;110.01;30.68;106.46;110.01;-;110.01;110.01;110.01
Dec 28, 2024 2:00 PM;Dec 28, 2024 3:00 PM;117.83;101.05;116.92;117.83;117.83;114.09;117.24;31.07;118.11;117.93;29.82;112.75;117.96;-;114.09;118.17;118.05
Dec 28, 2024 3:00 PM;Dec 28, 2024 4:00 PM;137.84;113.88;132.02;134.80;134.80;114.09;134.10;30.98;139.41;138.49;30.03;125.29;138.65;-;130.77;139.98;139.23
Dec 28, 2024 4:00 PM;Dec 28, 2024 5:00 PM;143.25;118.32;137.60;139.32;139.32;121.27;140.02;31.26;147.50;141.01;30.54;135.08;138.62;-;147.50;159.46;194.00
Dec 28, 2024 5:00 PM;Dec 28, 2024 6:00 PM;152.00;126.33;146.07;150.77;150.77;142.61;150.49;30.92;154.79;148.34;29.25;140.37;145.23;-;159.77;167.55;209.91
Dec 28, 2024 6:00 PM;Dec 28, 2024 7:00 PM;147.51;125.42;147.87;147.51;147.51;148.30;147.80;30.73;150.00;145.65;29.59;141.15;143.46;-;165.00;158.49;184.95
Dec 28, 2024 7:00 PM;Dec 28, 2024 8:00 PM;140.48;119.49;141.10;140.48;140.48;141.74;140.88;30.75;143.29;138.21;25.40;136.52;135.54;-;166.62;153.97;185.87
Dec 28, 2024 8:00 PM;Dec 28, 2024 9:00 PM;129.26;108.84;129.77;129.26;129.26;130.30;129.59;30.76;131.56;127.40;5.20;128.87;125.22;-;160.59;140.31;165.47
Dec 28, 2024 9:00 PM;Dec 28, 2024 10:00 PM;125.90;105.86;125.90;125.90;125.90;125.90;125.90;30.83;125.90;125.90;4.61;121.77;125.90;-;149.61;125.90;125.90
Dec 28, 2024 10:00 PM;Dec 28, 2024 11:00 PM;121.25;102.25;121.25;121.25;121.25;121.25;121.25;30.83;121.25;121.25;3.66;120.23;121.25;-;132.98;121.25;121.25
Dec 28, 2024 11:00 PM;Dec 29, 2024 12:00 AM;114.93;97.01;115.06;114.93;114.93;115.16;115.00;30.71;116.38;110.90;2.76;113.97;117.34;-;129.16;116.27;116.34
Dec 29, 2024 12:00 AM;Dec 29, 2024 1:00 AM;127.39;105.89;127.39;127.39;127.39;127.39;127.39;29.43;127.39;127.39;0.41;115.84;127.39;-;137.74;127.39;127.39
Dec 29, 2024 1:00 AM;Dec 29, 2024 2:00 AM;114.09;95.59;114.09;114.09;114.09;114.09;114.09;29.72;114.09;114.09;0.00;109.10;114.09;-;129.43;114.09;114.09
Dec 29, 2024 2:00 AM;Dec 29, 2024 3:00 AM;107.71;90.46;107.71;107.71;107.71;107.71;107.71;29.68;107.71;107.71;-0.17;103.87;107.71;-;127.56;107.71;107.71
Dec 29, 2024 3:00 AM;Dec 29, 2024 4:00 AM;101.70;85.28;101.70;101.70;101.70;101.70;101.70;29.62;101.70;101.70;-0.42;95.30;101.70;-;126.07;101.70;101.70
Dec 29, 2024 4:00 AM;Dec 29, 2024 5:00 AM;97.73;81.99;97.73;97.73;97.73;97.73;97.73;29.41;97.73;97.73;-0.42;91.03;97.73;-;125.82;97.73;97.73
Dec 29, 2024 5:00 AM;Dec 29, 2024 6:00 AM;98.61;82.65;98.61;98.60;98.60;98.61;98.61;29.62;98.61;98.61;-0.40;91.12;98.61;-;127.45;98.61;98.61
Dec 29, 2024 6:00 AM;Dec 29, 2024 7:00 AM;98.16;76.88;98.16;67.10;67.10;98.16;98.16;29.57;98.16;98.16;-0.39;93.33;98.16;-;137.74;98.16;98.16
Dec 29, 2024 7:00 AM;Dec 29, 2024 8:00 AM;102.09;78.37;102.71;57.55;57.56;102.53;103.56;29.38;102.53;101.87;-0.11;102.57;101.97;-;156.11;102.75;103.29
Dec 29, 2024 8:00 AM;Dec 29, 2024 9:00 AM;110.71;82.56;110.71;53.70;53.70;110.71;110.71;29.28;110.71;110.71;-0.24;107.42;110.71;-;147.00;110.71;110.71
Dec 29, 2024 9:00 AM;Dec 29, 2024 10:00 AM;114.65;82.96;116.32;40.86;40.86;115.83;118.17;29.46;115.86;111.87;0.09;107.43;115.86;-;137.74;116.05;116.33
Dec 29, 2024 10:00 AM;Dec 29, 2024 11:00 AM;104.07;79.39;122.60;25.52;25.52;115.58;128.70;29.26;107.91;105.49;0.66;105.91;106.10;-;124.30;108.67;108.67
Dec 29, 2024 11:00 AM;Dec 29, 2024 12:00 PM;100.19;75.68;115.68;24.03;24.03;109.94;121.20;28.99;104.22;97.66;0.86;103.39;102.46;-;119.78;105.01;104.83
Dec 29, 2024 12:00 PM;Dec 29, 2024 1:00 PM;100.72;76.52;114.60;29.22;29.22;109.40;122.77;28.35;104.25;98.50;0.82;101.83;102.71;-;123.01;105.02;104.84
Dec 29, 2024 1:00 PM;Dec 29, 2024 2:00 PM;99.73;76.07;113.53;28.36;28.36;108.88;124.00;27.51;102.07;100.55;0.85;101.86;100.80;-;120.10;108.88;108.88
Dec 29, 2024 2:00 PM;Dec 29, 2024 3:00 PM;98.44;76.15;115.23;24.72;24.72;109.81;128.70;25.43;105.38;98.62;1.48;105.10;98.44;-;120.89;109.81;122.32
Dec 29, 2024 3:00 PM;Dec 29, 2024 4:00 PM;104.01;81.57;116.18;24.65;24.65;113.87;120.01;25.36;121.25;109.06;2.04;115.91;124.30;-;138.97;127.25;142.80
Dec 29, 2024 4:00 PM;Dec 29, 2024 5:00 PM;121.73;89.64;123.60;27.53;27.53;125.13;122.88;26.71;135.99;127.44;2.60;129.51;137.11;-;167.00;147.62;187.62
Dec 29, 2024 5:00 PM;Dec 29, 2024 6:00 PM;122.00;90.47;135.58;28.11;28.11;133.01;144.93;27.28;141.90;109.47;2.93;133.06;110.83;-;178.42;155.73;186.52
Dec 29, 2024 6:00 PM;Dec 29, 2024 7:00 PM;126.11;90.16;135.52;24.98;24.98;134.40;138.10;25.71;146.86;110.82;2.75;134.26;113.41;-;176.83;160.12;184.98
Dec 29, 2024 7:00 PM;Dec 29, 2024 8:00 PM;121.34;87.26;139.80;24.22;24.22;133.72;109.90;24.92;146.92;107.70;2.64;131.93;113.93;-;178.88;161.08;184.37
Dec 29, 2024 8:00 PM;Dec 29, 2024 9:00 PM;109.92;81.64;130.24;23.53;22.74;123.92;95.08;24.21;139.95;98.15;2.03;126.92;111.26;-;178.89;155.93;185.79
Dec 29, 2024 9:00 PM;Dec 29, 2024 10:00 PM;90.21;75.44;104.99;23.20;13.80;118.59;92.86;23.86;134.72;83.94;1.95;117.39;114.52;-;170.09;149.61;170.42
Dec 29, 2024 10:00 PM;Dec 29, 2024 11:00 PM;83.79;72.64;101.96;20.01;13.75;119.10;86.13;23.28;125.33;82.41;0.89;110.95;115.20;-;158.62;136.49;150.03
Dec 29, 2024 11:00 PM;Dec 30, 2024 12:00 AM;71.63;61.12;87.84;12.21;13.71;103.18;73.73;23.08;110.85;51.40;-0.14;104.43;92.00;-;138.00;121.09;133.15
Dec 30, 2024 12:00 AM;Dec 30, 2024 1:00 AM;71.73;55.61;89.04;3.59;3.59;105.48;75.53;26.88;101.66;11.37;-1.71;106.30;89.96;-;133.30;108.07;112.02
Dec 30, 2024 1:00 AM;Dec 30, 2024 2:00 AM;68.60;55.96;86.59;13.44;3.58;100.81;76.20;25.63;98.98;11.92;-1.99;105.42;95.00;-;127.39;100.81;100.08
Dec 30, 2024 2:00 AM;Dec 30, 2024 3:00 AM;68.60;53.29;79.90;13.46;3.59;98.45;65.20;24.96;96.08;2.33;-2.18;104.37;100.07;-;124.40;98.45;95.58
Dec 30, 2024 3:00 AM;Dec 30, 2024 4:00 AM;64.65;48.05;56.54;16.56;3.56;89.19;40.00;26.61;98.51;1.58;-2.05;103.40;94.67;-;123.46;98.90;92.48
Dec 30, 2024 4:00 AM;Dec 30, 2024 5:00 AM;66.89;47.04;49.40;19.51;3.59;82.97;34.90;25.53;104.97;4.78;-2.00;103.64;90.12;-;123.46;107.45;105.50
Dec 30, 2024 5:00 AM;Dec 30, 2024 6:00 AM;69.17;53.35;77.97;17.38;3.59;90.58;67.03;27.25;100.68;23.22;-1.42;111.74;68.83;-;130.10;111.29;123.69
Dec 30, 2024 6:00 AM;Dec 30, 2024 7:00 AM;71.14;67.65;85.52;25.62;13.72;98.82;73.63;28.92;113.68;74.93;-0.24;124.01;105.50;-;149.78;128.33;147.36
Dec 30, 2024 7:00 AM;Dec 30, 2024 8:00 AM;80.20;75.37;96.13;34.12;13.79;110.78;81.56;29.84;129.93;81.07;2.00;132.51;117.33;-;165.88;147.79;171.53
Dec 30, 2024 8:00 AM;Dec 30, 2024 9:00 AM;86.30;83.09;111.88;37.32;31.81;126.70;108.30;31.29;129.94;78.45;31.85;134.39;92.10;-;162.40;138.26;156.39
Dec 30, 2024 9:00 AM;Dec 30, 2024 10:00 AM;87.06;90.27;119.43;36.38;36.38;128.01;133.58;34.18;121.45;92.07;36.48;132.42;122.60;-;149.85;128.01;133.60
Dec 30, 2024 10:00 AM;Dec 30, 2024 11:00 AM;83.71;91.10;117.50;38.43;38.43;122.09;135.00;36.67;122.09;93.84;38.51;129.51;130.00;-;135.00;118.81;117.01
Dec 30, 2024 11:00 AM;Dec 30, 2024 12:00 PM;78.88;85.84;112.10;38.35;38.52;119.04;124.90;37.16;107.08;87.37;38.58;124.07;117.11;-;131.39;107.56;105.57
Dec 30, 2024 12:00 PM;Dec 30, 2024 1:00 PM;82.86;79.96;103.13;36.32;36.44;121.42;85.10;35.24;105.09;87.45;36.50;120.90;112.00;-;125.66;106.83;103.77
Dec 30, 2024 1:00 PM;Dec 30, 2024 2:00 PM;80.50;81.00;98.93;34.61;34.70;116.02;80.86;33.60;114.97;91.83;34.74;120.06;130.69;-;126.62;114.03;113.36
Dec 30, 2024 2:00 PM;Dec 30, 2024 3:00 PM;83.70;84.93;102.30;36.06;36.33;119.50;84.40;35.09;120.89;95.78;36.39;129.08;138.38;-;130.05;119.50;119.19
Dec 30, 2024 3:00 PM;Dec 30, 2024 4:00 PM;92.42;88.49;109.08;37.43;37.87;120.00;103.40;36.47;129.93;98.11;37.94;132.72;130.40;-;150.00;140.68;153.79
Dec 30, 2024 4:00 PM;Dec 30, 2024 5:00 PM;96.97;97.41;132.10;39.73;39.97;128.08;136.00;38.63;152.91;100.72;40.04;133.33;130.00;-;174.00;168.93;235.14
Dec 30, 2024 5:00 PM;Dec 30, 2024 6:00 PM;109.97;99.86;131.13;39.17;39.39;133.19;150.00;38.09;151.95;96.22;39.45;137.90;142.00;-;175.00;163.49;207.74
Dec 30, 2024 6:00 PM;Dec 30, 2024 7:00 PM;100.00;90.81;122.59;36.86;37.06;140.12;109.93;35.81;152.93;78.35;37.12;144.96;103.16;-;174.85;181.62;233.17
Dec 30, 2024 7:00 PM;Dec 30, 2024 8:00 PM;86.62;89.26;116.41;33.00;33.00;144.30;87.42;32.05;142.00;86.35;33.04;140.27;134.00;-;174.72;158.49;182.55
Dec 30, 2024 8:00 PM;Dec 30, 2024 9:00 PM;74.83;84.62;108.18;31.50;31.50;139.39;75.84;31.36;139.39;77.18;31.50;134.40;130.55;-;172.34;157.79;180.87
Dec 30, 2024 9:00 PM;Dec 30, 2024 10:00 PM;68.02;77.81;100.26;31.41;31.41;130.74;68.51;31.15;130.00;65.25;31.41;132.80;103.00;-;168.77;150.01;173.15
Dec 30, 2024 10:00 PM;Dec 30, 2024 11:00 PM;67.26;73.47;99.19;29.49;29.49;128.95;67.95;31.22;118.91;46.76;29.49;129.51;97.22;-;160.00;133.07;146.51
Dec 30, 2024 11:00 PM;Dec 31, 2024 12:00 AM;35.66;59.37;82.73;35.66;3.59;126.45;36.47;31.32;110.21;2.11;2.09;124.09;98.40;-;139.64;126.45;138.09
Dec 31, 2024 12:00 AM;Dec 31, 2024 1:00 AM;50.49;60.52;61.18;50.49;3.60;113.58;76.30;31.96;125.82;0.01;0.26;105.39;97.17;-;131.12;124.74;117.42
Dec 31, 2024 1:00 AM;Dec 31, 2024 2:00 AM;45.90;54.42;48.38;45.90;5.36;102.54;54.90;31.97;116.08;0.46;0.38;101.78;90.83;-;124.53;111.85;95.50
Dec 31, 2024 2:00 AM;Dec 31, 2024 3:00 AM;56.43;57.00;54.86;56.43;13.26;97.92;56.43;32.04;114.63;0.12;-0.03;101.34;100.01;-;120.10;112.00;100.14
Dec 31, 2024 3:00 AM;Dec 31, 2024 4:00 AM;57.06;51.92;45.42;34.90;13.79;92.59;34.90;31.50;113.37;1.97;0.79;102.33;99.51;-;120.10;110.76;99.26
Dec 31, 2024 4:00 AM;Dec 31, 2024 5:00 AM;63.92;52.71;46.26;30.88;17.65;88.79;30.88;29.92;110.45;20.66;1.04;101.13;102.10;-;120.10;107.99;98.32
Dec 31, 2024 5:00 AM;Dec 31, 2024 6:00 AM;63.72;53.94;46.26;30.21;30.21;90.13;30.21;29.28;115.70;5.77;5.66;102.86;107.06;-;123.51;115.86;111.16
Dec 31, 2024 6:00 AM;Dec 31, 2024 7:00 AM;63.70;63.22;50.05;40.00;40.00;108.05;40.00;31.43;128.59;29.15;29.00;107.75;91.36;-;134.32;127.67;124.86
Dec 31, 2024 7:00 AM;Dec 31, 2024 8:00 AM;71.63;79.58;65.44;51.88;51.88;120.92;70.29;33.11;141.91;76.44;37.08;121.46;105.00;-;154.05;143.71;145.73
Dec 31, 2024 8:00 AM;Dec 31, 2024 9:00 AM;78.43;90.90;76.35;78.43;78.43;131.38;99.00;36.18;141.74;85.01;40.01;121.80;111.60;-;155.08;134.80;119.02
Dec 31, 2024 9:00 AM;Dec 31, 2024 10:00 AM;83.46;98.31;102.68;83.46;83.46;127.49;147.99;38.91;127.49;77.79;43.09;119.51;129.49;-;134.32;131.67;123.21
Dec 31, 2024 10:00 AM;Dec 31, 2024 11:00 AM;82.47;88.57;103.15;47.92;47.92;121.41;149.90;39.90;117.57;69.99;45.00;115.94;115.61;-;127.56;121.41;113.70
Dec 31, 2024 11:00 AM;Dec 31, 2024 12:00 PM;81.03;82.18;97.41;42.46;42.46;108.88;137.00;37.84;109.02;69.05;42.64;112.04;105.21;-;115.67;108.88;103.49
Dec 31, 2024 12:00 PM;Dec 31, 2024 1:00 PM;81.17;79.58;101.85;37.11;38.45;102.39;121.70;33.45;102.39;74.02;38.64;113.61;111.77;-;110.41;102.39;101.98
Dec 31, 2024 1:00 PM;Dec 31, 2024 2:00 PM;78.93;77.52;92.45;36.34;36.82;95.63;99.00;33.51;101.61;93.05;36.95;107.41;120.00;-;110.62;103.29;104.91
Dec 31, 2024 2:00 PM;Dec 31, 2024 3:00 PM;76.84;77.41;80.69;19.98;35.00;93.14;84.00;32.24;126.69;96.01;35.11;113.61;135.00;-;123.41;126.08;136.81
Dec 31, 2024 3:00 PM;Dec 31, 2024 4:00 PM;82.07;82.89;87.60;17.00;41.64;92.11;84.32;33.59;132.46;105.40;35.71;119.90;162.08;-;140.00;149.25;179.22
Dec 31, 2024 4:00 PM;Dec 31, 2024 5:00 PM;83.67;89.61;93.05;18.67;47.00;97.52;94.90;33.54;141.95;113.08;33.91;130.20;181.92;-;157.06;165.38;219.71
Dec 31, 2024 5:00 PM;Dec 31, 2024 6:00 PM;83.25;91.98;103.35;20.95;50.21;105.68;121.70;33.50;146.90;95.10;33.32;130.90;170.18;-;167.55;195.10;309.01
Dec 31, 2024 6:00 PM;Dec 31, 2024 7:00 PM;77.68;84.00;100.15;25.98;25.97;111.22;99.00;31.95;133.96;88.89;25.75;129.30;151.82;-;164.62;151.17;178.79
Dec 31, 2024 7:00 PM;Dec 31, 2024 8:00 PM;67.77;72.35;81.30;25.02;24.24;92.78;70.56;31.05;126.98;74.87;23.99;125.02;120.00;-;160.00;149.72;183.27
Dec 31, 2024 8:00 PM;Dec 31, 2024 9:00 PM;35.56;62.10;45.60;19.00;22.59;79.04;59.90;28.63;127.48;54.18;22.37;114.76;109.58;-;156.00;146.88;172.52
Dec 31, 2024 9:00 PM;Dec 31, 2024 10:00 PM;15.70;42.52;17.60;15.70;15.70;50.11;18.20;22.81;109.08;22.82;15.55;110.09;70.01;-;143.03;134.28;153.32
Dec 31, 2024 10:00 PM;Dec 31, 2024 11:00 PM;9.06;39.28;4.04;9.06;7.98;63.36;9.06;20.76;110.73;2.27;7.97;113.60;83.27;-;141.00;120.41;127.49
Dec 31, 2024 11:00 PM;Jan 1, 2025 12:00 AM;0.52;34.25;-1.26;0.52;1.60;60.18;0.52;15.85;108.20;0.15;1.74;106.00;83.27;-;134.32;117.27;122.87
Jan 1, 2025 12:00 AM;Jan 1, 2025 1:00 AM;2.16;27.99;10.62;2.16;2.54;12.36;13.62;16.35;109.00;15.41;2.67;102.20;21.00;-;-;118.46;147.25
Jan 1, 2025 1:00 AM;Jan 1, 2025 2:00 AM;1.60;29.36;10.27;1.60;1.93;18.92;6.24;14.05;97.03;2.19;2.04;98.20;70.50;-;-;129.07;126.12
Jan 1, 2025 2:00 AM;Jan 1, 2025 3:00 AM;0.00;25.86;8.38;1.63;1.93;16.66;4.16;12.39;91.47;2.18;2.04;72.60;71.07;-;-;121.10;116.50
Jan 1, 2025 3:00 AM;Jan 1, 2025 4:00 AM;-0.01;22.10;6.61;1.09;1.43;13.10;3.28;13.21;72.87;1.69;1.54;67.85;60.45;-;-;94.28;71.49
Jan 1, 2025 4:00 AM;Jan 1, 2025 5:00 AM;-0.01;20.38;2.29;0.47;1.04;5.90;0.68;12.23;77.42;0.09;1.18;62.87;60.01;-;-;63.69;68.66
Jan 1, 2025 5:00 AM;Jan 1, 2025 6:00 AM;-0.06;21.71;3.01;0.00;2.28;9.27;0.00;6.73;95.01;1.16;2.38;58.99;60.01;-;-;102.26;41.58
Jan 1, 2025 6:00 AM;Jan 1, 2025 7:00 AM;-0.09;21.88;3.52;0.76;1.15;10.04;0.76;15.37;95.08;0.04;1.29;68.57;44.06;-;-;99.93;32.45
Jan 1, 2025 7:00 AM;Jan 1, 2025 8:00 AM;-0.01;20.22;2.55;0.79;1.35;7.23;0.79;16.11;101.00;0.08;1.49;74.03;17.00;-;-;93.56;30.46
Jan 1, 2025 8:00 AM;Jan 1, 2025 9:00 AM;-0.01;21.24;4.24;1.89;2.26;12.83;1.89;16.55;101.03;-4.94;2.40;76.55;18.94;-;-;43.13;26.83
Jan 1, 2025 9:00 AM;Jan 1, 2025 10:00 AM;-0.04;20.66;7.50;2.12;2.54;13.76;7.50;17.95;109.03;-50.26;2.70;88.10;26.27;-;-;47.80;44.72
Jan 1, 2025 10:00 AM;Jan 1, 2025 11:00 AM;-0.03;19.99;15.91;3.54;3.54;17.95;27.32;21.06;101.08;-72.99;3.70;85.73;13.00;-;-;38.50;34.48
Jan 1, 2025 11:00 AM;Jan 1, 2025 12:00 PM;-0.10;21.98;20.59;3.70;3.70;20.59;37.49;23.54;95.04;-59.57;3.86;75.80;17.00;-;-;39.82;36.04
Jan 1, 2025 12:00 PM;Jan 1, 2025 1:00 PM;-0.05;25.67;29.94;3.75;3.75;28.11;60.10;27.12;89.62;-48.26;3.90;70.74;13.62;-;-;40.25;40.25
Jan 1, 2025 1:00 PM;Jan 1, 2025 2:00 PM;-0.10;30.38;37.14;3.81;3.81;30.00;63.32;27.20;78.55;-4.94;3.96;68.38;23.00;-;-;42.59;55.45
Jan 1, 2025 2:00 PM;Jan 1, 2025 3:00 PM;-1.01;30.17;26.32;5.37;5.37;21.50;47.00;27.11;101.00;0.13;5.50;65.05;27.55;-;-;60.75;66.80
Jan 1, 2025 3:00 PM;Jan 1, 2025 4:00 PM;-0.01;38.76;22.10;12.28;12.28;10.68;50.10;27.02;101.01;23.25;12.28;82.71;72.64;-;-;80.80;95.56
Jan 1, 2025 4:00 PM;Jan 1, 2025 5:00 PM;-0.01;46.95;19.28;19.72;19.40;20.18;27.64;26.80;104.84;45.19;19.29;104.10;110.00;-;-;100.01;130.20
Jan 1, 2025 5:00 PM;Jan 1, 2025 6:00 PM;0.07;56.85;41.92;22.18;21.63;35.72;79.97;26.72;105.04;47.03;21.43;107.30;116.46;-;-;109.62;159.62
Jan 1, 2025 6:00 PM;Jan 1, 2025 7:00 PM;1.01;59.59;57.95;17.44;17.03;48.06;95.00;26.10;101.04;41.76;16.88;108.20;125.98;-;-;118.92;151.59
Jan 1, 2025 7:00 PM;Jan 1, 2025 8:00 PM;1.48;58.46;59.23;10.20;10.13;50.14;95.00;26.60;101.07;39.38;10.11;106.18;135.00;-;-;123.50;158.76
Jan 1, 2025 8:00 PM;Jan 1, 2025 9:00 PM;1.00;53.54;45.86;8.00;8.00;41.50;81.49;26.83;101.05;34.63;8.01;102.83;130.75;-;-;123.08;143.95
Jan 1, 2025 9:00 PM;Jan 1, 2025 10:00 PM;0.07;43.57;38.46;6.73;6.73;34.93;68.96;27.02;88.51;13.82;6.76;102.33;85.01;-;-;113.59;134.65
Jan 1, 2025 10:00 PM;Jan 1, 2025 11:00 PM;10.05;43.35;32.07;10.05;9.84;34.69;46.37;26.49;101.05;9.71;9.80;103.56;93.24;-;-;124.62;86.45
Jan 1, 2025 11:00 PM;Jan 2, 2025 12:00 AM;7.01;37.92;25.49;7.01;7.01;28.04;38.00;25.76;90.99;0.04;7.01;102.74;85.01;-;-;90.99;45.45
Jan 2, 2025 12:00 AM;Jan 2, 2025 1:00 AM;2.55;44.78;46.42;2.83;2.84;39.84;101.94;27.11;105.02;-15.12;2.95;108.93;69.86;-;-;68.35;58.14
Jan 2, 2025 1:00 AM;Jan 2, 2025 2:00 AM;1.56;48.30;61.27;2.70;2.70;44.10;146.95;26.80;92.94;-8.43;2.82;109.49;50.00;-;-;84.57;68.10
Jan 2, 2025 2:00 AM;Jan 2, 2025 3:00 AM;3.45;47.65;62.37;3.57;3.57;44.70;148.44;26.15;95.01;-21.04;3.67;107.70;50.01;-;-;81.39;73.04
Jan 2, 2025 3:00 AM;Jan 2, 2025 4:00 AM;7.02;44.80;59.83;7.02;6.89;42.92;138.00;27.38;58.94;-10.56;6.84;107.00;48.58;-;-;50.73;47.49
