Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Original resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Sep 4, 2023 5:00 AM;Sep 4, 2023 6:00 AM;103.38;85.00;92.28;103.38;103.38;55.04;103.38;75.01;100.86;101.64;-0.14;99.29;100.89;-;96.12;96.12;99.32
Sep 4, 2023 6:00 AM;Sep 4, 2023 7:00 AM;127.33;104.91;121.21;127.33;127.33;86.00;127.33;74.80;118.87;133.01;2.61;113.00;122.56;-;106.75;117.21;122.00
Sep 4, 2023 7:00 AM;Sep 4, 2023 8:00 AM;144.33;131.65;140.10;144.33;144.33;114.00;144.33;75.42;139.25;145.59;140.87;118.94;141.01;-;133.95;138.21;140.35
Sep 4, 2023 8:00 AM;Sep 4, 2023 9:00 AM;129.92;123.95;129.92;129.92;129.92;120.29;129.92;90.71;128.40;129.50;126.80;118.68;129.34;-;128.14;128.14;128.93
Sep 4, 2023 9:00 AM;Sep 4, 2023 10:00 AM;109.36;106.80;109.36;109.36;109.36;109.36;109.36;90.05;109.36;109.36;106.74;103.11;109.36;-;109.36;109.36;109.36
Sep 4, 2023 10:00 AM;Sep 4, 2023 11:00 AM;92.88;93.71;92.88;92.88;92.88;92.88;92.88;90.00;92.88;106.34;90.65;93.68;92.88;-;104.51;92.88;92.88
Sep 4, 2023 11:00 AM;Sep 4, 2023 12:00 PM;82.07;84.57;82.07;82.07;82.07;82.07;82.07;79.53;82.07;106.65;80.10;89.50;82.07;-;97.00;82.07;82.07
Sep 4, 2023 12:00 PM;Sep 4, 2023 1:00 PM;77.65;80.43;77.65;77.65;77.65;77.69;77.65;75.24;77.95;106.31;75.79;83.82;77.37;-;93.00;79.02;76.81
Sep 4, 2023 1:00 PM;Sep 4, 2023 2:00 PM;72.51;76.38;72.51;72.51;72.51;72.53;72.51;70.26;73.43;106.40;69.72;86.03;71.82;-;94.98;76.16;70.50
Sep 4, 2023 2:00 PM;Sep 4, 2023 3:00 PM;72.04;75.77;72.00;72.03;72.03;72.05;72.03;70.24;72.93;106.68;69.96;81.97;71.56;-;96.02;74.85;70.57
Sep 4, 2023 3:00 PM;Sep 4, 2023 4:00 PM;80.40;81.42;76.71;79.78;79.78;74.94;79.35;77.47;80.40;107.27;78.09;81.94;79.86;-;103.37;83.29;78.64
Sep 4, 2023 4:00 PM;Sep 4, 2023 5:00 PM;90.97;89.36;82.33;89.30;89.30;78.01;88.81;88.15;89.50;109.46;88.79;88.64;90.71;-;105.06;89.34;90.21
Sep 4, 2023 5:00 PM;Sep 4, 2023 6:00 PM;109.58;109.51;103.91;109.58;109.58;83.27;108.72;104.96;107.01;156.80;106.95;104.78;109.07;-;107.01;106.20;108.49
Sep 4, 2023 6:00 PM;Sep 4, 2023 7:00 PM;138.44;129.92;128.00;138.44;138.44;104.79;128.00;99.93;132.83;170.08;135.12;117.13;136.41;-;120.96;132.24;134.96
Sep 4, 2023 7:00 PM;Sep 4, 2023 8:00 PM;198.28;168.58;163.53;198.28;198.28;131.12;184.78;85.69;187.72;197.12;193.52;118.99;195.32;-;143.03;183.70;194.26
Sep 4, 2023 8:00 PM;Sep 4, 2023 9:00 PM;172.77;154.50;164.92;172.77;172.77;138.33;172.04;86.26;145.40;186.78;168.62;118.95;172.70;-;145.40;163.72;174.07
Sep 4, 2023 9:00 PM;Sep 4, 2023 10:00 PM;124.95;123.34;125.08;124.95;124.95;122.38;125.69;87.55;119.42;162.04;121.96;118.25;124.50;-;122.38;122.38;124.82
Sep 4, 2023 10:00 PM;Sep 4, 2023 11:00 PM;105.01;95.14;104.99;105.01;105.01;104.95;105.01;85.64;104.98;122.40;-1.54;105.05;105.02;-;104.95;104.92;105.08
Sep 4, 2023 11:00 PM;Sep 5, 2023 12:00 AM;95.56;86.62;94.98;95.56;95.56;94.14;95.56;84.27;95.31;107.15;-2.10;96.85;95.49;-;100.00;95.20;95.50
Sep 5, 2023 12:00 AM;Sep 5, 2023 1:00 AM;94.48;82.24;85.57;94.48;94.48;81.41;92.19;81.65;92.77;94.32;-2.45;96.32;93.95;-;101.22;92.20;93.66
Sep 5, 2023 1:00 AM;Sep 5, 2023 2:00 AM;92.13;78.86;80.86;92.13;92.13;66.33;92.13;81.63;90.01;91.66;-2.02;91.86;90.76;-;93.38;88.33;89.94
Sep 5, 2023 2:00 AM;Sep 5, 2023 3:00 AM;91.34;79.16;79.69;91.34;91.34;72.12;89.00;81.62;90.18;94.35;-1.77;92.31;90.59;-;90.44;88.61;90.10
Sep 5, 2023 3:00 AM;Sep 5, 2023 4:00 AM;91.08;79.38;81.91;91.08;91.08;73.11;90.15;80.02;90.08;94.33;-0.65;91.85;90.25;-;90.00;88.53;89.77
Sep 5, 2023 4:00 AM;Sep 5, 2023 5:00 AM;91.65;76.73;72.00;91.65;91.65;54.60;89.36;79.26;91.20;92.01;0.01;92.09;90.20;-;91.20;87.36;89.08
Sep 5, 2023 5:00 AM;Sep 5, 2023 6:00 AM;95.60;84.19;88.91;95.60;95.60;80.34;95.60;81.63;95.60;95.33;4.03;98.48;94.96;-;99.27;93.85;94.56
Sep 5, 2023 6:00 AM;Sep 5, 2023 7:00 AM;120.00;98.51;102.48;120.00;120.00;57.00;120.00;83.45;116.80;118.85;14.35;112.80;117.87;-;110.49;110.49;116.80
Sep 5, 2023 7:00 AM;Sep 5, 2023 8:00 AM;126.00;120.85;124.34;126.00;126.00;119.02;126.00;89.92;124.66;125.86;122.98;118.94;125.58;-;124.10;124.10;125.51
Sep 5, 2023 8:00 AM;Sep 5, 2023 9:00 AM;118.16;114.27;118.11;118.16;118.16;118.11;118.10;90.53;116.85;117.93;105.08;118.07;117.90;-;131.91;117.57;117.94
Sep 5, 2023 9:00 AM;Sep 5, 2023 10:00 AM;97.78;90.75;97.78;97.78;97.78;97.78;97.78;90.10;97.78;97.78;21.01;104.87;97.78;-;114.60;97.78;97.78
Sep 5, 2023 10:00 AM;Sep 5, 2023 11:00 AM;88.00;82.04;88.00;88.00;88.00;88.00;88.00;85.27;88.00;88.00;18.06;95.13;88.00;-;107.29;88.00;88.00
Sep 5, 2023 11:00 AM;Sep 5, 2023 12:00 PM;81.85;76.23;81.85;81.85;81.85;81.85;81.85;78.81;81.85;81.85;14.86;90.07;81.85;-;102.54;81.85;81.85
Sep 5, 2023 12:00 PM;Sep 5, 2023 1:00 PM;75.90;71.00;78.65;72.22;72.22;79.11;72.00;70.97;76.69;80.44;14.00;88.32;76.35;-;92.00;76.73;76.48
Sep 5, 2023 1:00 PM;Sep 5, 2023 2:00 PM;75.05;70.40;75.20;74.90;74.90;75.23;74.90;72.73;75.10;80.55;9.12;86.71;75.08;-;92.00;75.10;75.09
Sep 5, 2023 2:00 PM;Sep 5, 2023 3:00 PM;77.13;71.95;79.53;73.94;73.94;80.48;73.94;72.14;77.96;82.91;12.13;86.85;77.60;-;94.08;77.99;77.73
Sep 5, 2023 3:00 PM;Sep 5, 2023 4:00 PM;83.00;78.54;83.00;83.00;83.00;83.00;83.00;80.43;83.00;100.68;12.83;89.02;83.00;-;102.48;83.00;83.00
Sep 5, 2023 4:00 PM;Sep 5, 2023 5:00 PM;88.51;82.30;88.51;88.51;88.51;88.51;88.51;85.77;88.51;94.04;13.01;92.89;88.51;-;102.54;88.51;88.51
Sep 5, 2023 5:00 PM;Sep 5, 2023 6:00 PM;103.26;97.47;103.26;103.26;103.26;103.26;103.26;89.76;103.26;130.82;23.91;104.85;103.26;-;106.14;103.26;103.26
Sep 5, 2023 6:00 PM;Sep 5, 2023 7:00 PM;129.10;126.86;129.10;129.10;129.10;129.10;129.10;89.72;129.10;155.63;126.00;120.43;129.10;-;129.10;129.10;129.10
Sep 5, 2023 7:00 PM;Sep 5, 2023 8:00 PM;184.87;167.44;177.73;184.87;184.87;151.13;179.22;81.67;181.49;183.40;180.43;153.87;183.18;-;152.03;176.98;181.49
Sep 5, 2023 8:00 PM;Sep 5, 2023 9:00 PM;154.53;146.76;153.13;154.53;154.53;149.23;154.27;81.67;153.70;155.28;150.82;153.02;154.16;-;149.23;153.53;154.09
Sep 5, 2023 9:00 PM;Sep 5, 2023 10:00 PM;121.95;118.28;121.95;121.95;121.95;121.95;121.95;81.67;121.95;121.95;119.02;124.78;121.95;-;121.95;121.95;121.95
Sep 5, 2023 10:00 PM;Sep 5, 2023 11:00 PM;107.61;95.82;107.61;107.61;107.61;107.61;107.61;81.15;107.61;107.61;2.96;108.98;107.61;-;107.61;107.61;107.61
Sep 5, 2023 11:00 PM;Sep 6, 2023 12:00 AM;96.03;86.23;96.03;96.03;96.03;96.03;96.03;79.19;96.03;96.03;-0.16;101.24;96.03;-;101.13;96.03;96.03
Sep 6, 2023 12:00 AM;Sep 6, 2023 1:00 AM;88.89;88.10;88.89;88.89;88.89;88.89;88.89;76.62;88.89;88.89;86.76;94.64;88.89;-;100.00;88.89;88.89
Sep 6, 2023 1:00 AM;Sep 6, 2023 2:00 AM;85.52;84.60;85.52;85.52;85.52;85.52;85.52;71.97;85.52;85.52;83.47;90.99;85.52;-;95.57;85.52;85.52
Sep 6, 2023 2:00 AM;Sep 6, 2023 3:00 AM;90.53;85.91;80.27;90.53;90.53;79.09;84.11;70.33;88.91;91.28;88.36;90.95;90.68;-;90.44;86.93;91.70
Sep 6, 2023 3:00 AM;Sep 6, 2023 4:00 AM;92.12;85.65;76.50;92.12;92.12;72.80;84.19;70.54;90.78;91.63;89.90;90.12;91.41;-;90.78;88.60;90.78
Sep 6, 2023 4:00 AM;Sep 6, 2023 5:00 AM;92.48;85.40;74.24;92.48;92.48;74.11;79.47;70.30;90.74;92.23;90.26;90.90;92.15;-;90.12;90.12;91.47
Sep 6, 2023 5:00 AM;Sep 6, 2023 6:00 AM;102.98;94.32;83.96;102.98;102.98;80.74;92.24;71.04;101.31;102.38;100.51;97.15;102.25;-;99.55;99.55;101.31
Sep 6, 2023 6:00 AM;Sep 6, 2023 7:00 AM;122.71;111.91;113.92;122.71;122.71;89.88;115.39;72.87;119.48;121.26;119.76;111.96;121.05;-;115.66;115.66;119.48
Sep 6, 2023 7:00 AM;Sep 6, 2023 8:00 AM;141.99;132.64;137.72;141.99;141.99;125.55;141.13;87.21;140.32;141.83;141.83;119.13;140.32;-;125.55;137.31;140.32
Sep 6, 2023 8:00 AM;Sep 6, 2023 9:00 AM;119.19;116.29;119.19;119.19;119.19;119.19;119.19;87.54;119.19;119.19;119.19;118.92;119.19;-;119.19;119.19;119.19
Sep 6, 2023 9:00 AM;Sep 6, 2023 10:00 AM;97.73;97.04;97.73;97.73;97.73;97.73;97.73;94.70;97.73;97.73;89.20;101.75;97.73;-;105.17;97.73;97.73
Sep 6, 2023 10:00 AM;Sep 6, 2023 11:00 AM;88.65;82.11;88.65;88.65;88.65;88.65;88.65;85.90;88.65;88.65;19.20;88.88;88.65;-;103.88;88.65;88.65
Sep 6, 2023 11:00 AM;Sep 6, 2023 12:00 PM;82.10;76.39;82.10;82.10;82.10;82.10;82.10;79.55;82.10;82.10;18.92;85.02;82.10;-;93.26;82.10;82.10
Sep 6, 2023 12:00 PM;Sep 6, 2023 1:00 PM;75.17;70.27;75.31;75.02;75.02;75.34;75.02;72.84;75.30;75.18;18.20;80.61;75.18;-;85.00;75.24;75.20
Sep 6, 2023 1:00 PM;Sep 6, 2023 2:00 PM;73.43;70.28;76.43;73.13;73.13;77.15;70.10;71.16;76.00;82.14;18.33;81.94;73.58;-;81.46;74.72;74.05
Sep 6, 2023 2:00 PM;Sep 6, 2023 3:00 PM;75.48;71.60;75.48;75.48;75.48;75.48;75.48;73.14;75.48;83.71;20.40;81.94;75.48;-;86.58;75.48;75.48
Sep 6, 2023 3:00 PM;Sep 6, 2023 4:00 PM;82.50;80.16;82.50;82.50;82.50;82.50;82.50;79.94;82.50;104.56;34.75;85.02;82.50;-;92.50;82.50;82.50
Sep 6, 2023 4:00 PM;Sep 6, 2023 5:00 PM;91.44;91.52;91.44;91.44;91.44;91.44;91.44;88.61;91.44;95.97;91.44;90.63;91.44;-;99.95;91.44;91.44
Sep 6, 2023 5:00 PM;Sep 6, 2023 6:00 PM;105.87;105.71;105.87;105.87;105.87;105.87;105.87;102.59;105.87;108.75;105.87;104.47;105.87;-;105.87;105.87;105.87
Sep 6, 2023 6:00 PM;Sep 6, 2023 7:00 PM;145.83;139.32;145.83;145.83;145.83;145.83;145.83;88.38;145.83;149.48;145.83;127.97;145.83;-;145.83;145.83;145.83
Sep 6, 2023 7:00 PM;Sep 6, 2023 8:00 PM;189.83;175.27;184.97;189.83;189.83;182.52;188.61;79.90;188.56;189.53;189.53;155.25;189.48;-;182.52;188.55;189.11
Sep 6, 2023 8:00 PM;Sep 6, 2023 9:00 PM;166.04;156.32;166.04;166.04;166.04;166.04;166.04;79.59;166.04;166.04;166.04;145.54;166.04;-;166.04;166.04;166.04
Sep 6, 2023 9:00 PM;Sep 6, 2023 10:00 PM;123.13;116.04;123.13;123.13;123.13;123.13;123.13;76.61;123.13;123.13;97.52;117.31;123.13;-;123.13;123.13;123.13
Sep 6, 2023 10:00 PM;Sep 6, 2023 11:00 PM;105.50;94.64;105.50;105.50;105.50;105.50;105.50;72.17;105.50;105.50;20.59;104.28;105.50;-;105.50;105.50;105.50
Sep 6, 2023 11:00 PM;Sep 7, 2023 12:00 AM;95.72;86.41;95.72;95.72;95.72;95.72;95.72;71.50;95.72;95.72;17.20;96.08;95.72;-;102.16;95.72;95.72
Sep 7, 2023 12:00 AM;Sep 7, 2023 1:00 AM;95.42;85.40;95.42;95.42;95.42;95.42;95.42;70.35;95.42;95.42;14.19;91.47;95.42;-;100.29;95.42;95.42
Sep 7, 2023 1:00 AM;Sep 7, 2023 2:00 AM;91.37;82.08;91.37;91.37;91.37;91.37;91.37;69.96;91.37;91.37;12.85;89.07;91.37;-;97.46;91.37;91.37
Sep 7, 2023 2:00 AM;Sep 7, 2023 3:00 AM;89.08;80.35;89.07;89.08;89.08;89.06;89.08;69.92;89.03;89.19;12.64;88.62;89.13;-;96.41;88.83;89.31
Sep 7, 2023 3:00 AM;Sep 7, 2023 4:00 AM;84.01;76.87;83.88;84.01;84.01;83.81;83.98;69.90;83.93;87.97;12.58;87.40;84.05;-;94.95;83.74;84.21
Sep 7, 2023 4:00 AM;Sep 7, 2023 5:00 AM;87.84;78.32;85.65;87.84;87.84;80.15;88.67;69.86;86.55;87.44;12.72;87.42;87.33;-;95.00;86.34;87.02
Sep 7, 2023 5:00 AM;Sep 7, 2023 6:00 AM;92.09;82.93;91.17;92.09;92.09;88.85;92.44;69.93;91.55;91.91;14.29;96.02;91.87;-;96.41;91.48;91.72
Sep 7, 2023 6:00 AM;Sep 7, 2023 7:00 AM;116.02;101.49;113.19;116.02;116.02;103.35;115.64;70.18;114.89;115.28;22.90;114.00;114.89;-;112.88;112.88;114.76
Sep 7, 2023 7:00 AM;Sep 7, 2023 8:00 AM;130.00;123.99;130.00;130.00;130.00;130.00;130.00;76.40;130.00;130.00;130.00;117.54;130.00;-;130.00;130.00;130.00
Sep 7, 2023 8:00 AM;Sep 7, 2023 9:00 AM;126.00;119.62;126.00;126.00;126.00;126.00;126.00;80.02;126.00;113.68;126.00;114.10;126.00;-;132.59;126.00;126.00
Sep 7, 2023 9:00 AM;Sep 7, 2023 10:00 AM;102.68;100.62;102.68;102.68;102.68;102.68;102.68;80.03;102.68;103.52;102.68;101.79;102.68;-;110.42;102.68;102.68
Sep 7, 2023 10:00 AM;Sep 7, 2023 11:00 AM;88.22;86.63;88.50;88.22;88.22;88.87;88.22;80.05;88.09;84.53;84.53;89.43;84.23;-;107.51;80.59;82.08
Sep 7, 2023 11:00 AM;Sep 7, 2023 12:00 PM;82.70;79.40;85.57;82.70;82.70;86.72;83.03;74.03;82.70;70.61;70.61;86.22;68.54;-;105.77;63.92;62.27
Sep 7, 2023 12:00 PM;Sep 7, 2023 1:00 PM;73.53;72.27;78.04;69.35;69.35;79.55;67.62;70.50;74.76;69.35;69.35;78.03;69.09;-;98.00;67.22;66.93
Sep 7, 2023 1:00 PM;Sep 7, 2023 2:00 PM;65.20;65.90;72.76;65.20;65.20;74.42;56.12;66.41;67.26;66.04;47.88;77.24;66.40;-;98.00;67.51;66.79
Sep 7, 2023 2:00 PM;Sep 7, 2023 3:00 PM;70.18;68.92;79.00;61.00;61.00;80.94;59.48;68.56;72.59;85.56;38.30;80.07;71.57;-;104.59;72.84;72.02
Sep 7, 2023 3:00 PM;Sep 7, 2023 4:00 PM;82.00;79.27;82.00;82.00;82.00;82.00;82.00;72.64;82.00;104.93;32.97;87.41;82.00;-;104.59;82.00;82.00
Sep 7, 2023 4:00 PM;Sep 7, 2023 5:00 PM;88.30;84.93;88.30;88.30;88.30;88.30;88.30;74.42;88.30;104.84;48.04;88.78;88.30;-;105.77;88.30;88.30
Sep 7, 2023 5:00 PM;Sep 7, 2023 6:00 PM;103.14;100.52;103.14;103.14;103.14;103.14;103.14;74.42;103.14;103.14;103.14;103.04;103.14;-;110.94;103.14;103.14
Sep 7, 2023 6:00 PM;Sep 7, 2023 7:00 PM;133.53;129.60;133.53;133.53;133.53;133.53;133.53;73.95;133.53;155.47;133.53;127.99;133.53;-;133.53;133.53;133.53
Sep 7, 2023 7:00 PM;Sep 7, 2023 8:00 PM;167.27;157.37;167.27;167.27;167.27;167.27;167.27;73.47;167.27;167.27;167.27;152.13;167.27;-;167.27;167.27;167.27
Sep 7, 2023 8:00 PM;Sep 7, 2023 9:00 PM;146.73;134.71;146.74;146.73;146.73;146.75;146.73;73.43;146.89;147.59;96.94;136.41;146.92;-;149.36;146.99;147.11
Sep 7, 2023 9:00 PM;Sep 7, 2023 10:00 PM;118.00;105.13;118.00;118.00;118.00;118.00;118.00;74.00;118.00;118.00;20.60;117.85;118.00;-;124.94;118.00;118.00
Sep 7, 2023 10:00 PM;Sep 7, 2023 11:00 PM;101.40;91.12;101.40;101.40;101.40;101.40;101.40;72.99;101.40;101.40;15.63;102.48;101.40;-;107.97;101.40;101.40
Sep 7, 2023 11:00 PM;Sep 8, 2023 12:00 AM;88.95;81.28;88.95;88.91;88.91;88.90;88.91;72.03;88.92;91.60;12.93;94.86;89.13;-;105.89;87.95;89.84
Sep 8, 2023 12:00 AM;Sep 8, 2023 1:00 AM;84.62;78.54;84.62;84.62;84.62;84.62;84.62;70.36;84.62;84.62;22.09;94.58;84.62;-;108.20;84.62;84.62
Sep 8, 2023 1:00 AM;Sep 8, 2023 2:00 AM;81.52;75.58;81.52;81.52;81.52;81.52;81.52;70.10;81.52;81.52;18.94;90.15;81.52;-;106.20;81.52;81.52
Sep 8, 2023 2:00 AM;Sep 8, 2023 3:00 AM;82.06;75.78;82.06;82.06;82.06;82.06;82.06;70.65;82.06;82.06;17.88;88.60;82.06;-;100.16;82.06;82.06
Sep 8, 2023 3:00 AM;Sep 8, 2023 4:00 AM;82.10;75.80;82.10;82.10;82.10;82.10;82.10;70.49;82.10;82.10;17.50;89.05;82.10;-;95.95;82.10;82.10
Sep 8, 2023 4:00 AM;Sep 8, 2023 5:00 AM;87.42;78.61;81.44;87.42;87.42;79.23;86.71;71.64;86.31;87.16;22.76;87.54;87.06;-;95.00;86.10;86.70
Sep 8, 2023 5:00 AM;Sep 8, 2023 6:00 AM;93.55;89.92;86.60;93.55;93.55;83.01;91.82;74.17;92.19;93.26;93.26;94.60;93.15;-;95.96;91.91;92.67
Sep 8, 2023 6:00 AM;Sep 8, 2023 7:00 AM;112.89;107.45;106.38;112.89;112.89;103.00;111.26;73.96;112.63;113.16;112.89;110.12;112.75;-;110.10;110.56;112.34
Sep 8, 2023 7:00 AM;Sep 8, 2023 8:00 AM;133.76;126.17;125.67;133.76;133.76;121.50;131.69;74.42;132.46;133.49;133.76;134.19;133.15;-;131.43;131.43;132.46
Sep 8, 2023 8:00 AM;Sep 8, 2023 9:00 AM;122.52;118.71;122.49;122.52;122.76;122.47;122.51;74.93;122.47;121.88;122.76;128.41;122.64;-;127.00;121.91;123.11
Sep 8, 2023 9:00 AM;Sep 8, 2023 10:00 AM;100.18;98.17;100.15;100.17;100.31;100.13;100.17;74.46;100.20;100.31;100.31;103.33;100.32;-;112.30;99.63;100.98
Sep 8, 2023 10:00 AM;Sep 8, 2023 11:00 AM;89.87;87.58;90.14;89.86;89.86;90.40;89.86;72.90;87.17;86.51;89.86;91.62;85.18;-;109.59;86.61;85.92
Sep 8, 2023 11:00 AM;Sep 8, 2023 12:00 PM;82.48;82.10;82.48;82.48;82.48;82.48;82.48;73.75;82.48;82.48;82.48;86.99;82.48;-;108.20;82.48;82.48
Sep 8, 2023 12:00 PM;Sep 8, 2023 1:00 PM;75.10;75.68;77.31;72.71;75.10;77.68;72.71;70.60;75.73;75.45;75.10;84.55;75.54;-;93.14;75.38;76.11
Sep 8, 2023 1:00 PM;Sep 8, 2023 2:00 PM;70.91;71.82;71.33;70.45;70.91;71.40;70.45;68.41;71.03;70.99;70.91;83.17;71.00;-;91.63;70.92;71.17
Sep 8, 2023 2:00 PM;Sep 8, 2023 3:00 PM;72.57;73.27;72.83;72.22;72.57;72.87;72.22;70.12;72.65;72.60;72.57;82.67;72.61;-;95.52;72.65;72.62
Sep 8, 2023 3:00 PM;Sep 8, 2023 4:00 PM;80.23;80.83;80.23;80.23;80.23;80.23;80.23;74.46;80.23;89.31;80.23;83.55;80.23;-;105.98;80.23;80.23
Sep 8, 2023 4:00 PM;Sep 8, 2023 5:00 PM;88.41;88.11;88.41;88.41;88.41;88.41;88.41;76.60;88.41;95.28;88.41;90.06;88.41;-;106.16;88.41;88.41
Sep 8, 2023 5:00 PM;Sep 8, 2023 6:00 PM;107.90;108.90;107.90;107.90;107.90;107.90;107.90;78.83;107.90;147.99;107.90;107.84;107.90;-;107.90;107.90;107.90
Sep 8, 2023 6:00 PM;Sep 8, 2023 7:00 PM;171.82;153.37;162.30;171.82;171.82;130.10;170.28;78.83;165.10;169.82;169.82;127.96;169.21;-;130.10;163.91;167.19
Sep 8, 2023 7:00 PM;Sep 8, 2023 8:00 PM;230.00;198.11;211.65;230.00;230.00;164.05;230.00;78.83;209.52;204.48;223.63;174.64;222.45;-;164.05;212.10;217.84
Sep 8, 2023 8:00 PM;Sep 8, 2023 9:00 PM;195.55;176.77;187.39;195.55;195.55;159.99;194.24;78.81;189.32;193.70;193.70;163.04;193.19;-;159.99;188.48;191.36
Sep 8, 2023 9:00 PM;Sep 8, 2023 10:00 PM;132.08;117.75;132.08;132.08;132.08;132.08;132.08;77.62;132.08;138.85;25.55;128.67;132.08;-;132.08;132.08;132.08
Sep 8, 2023 10:00 PM;Sep 8, 2023 11:00 PM;113.93;100.60;113.93;113.93;113.93;113.93;113.93;75.05;113.93;113.93;11.76;108.32;113.93;-;113.93;113.93;113.93
Sep 8, 2023 11:00 PM;Sep 9, 2023 12:00 AM;105.98;93.87;105.98;105.98;105.98;105.98;105.98;75.02;105.98;105.98;9.73;99.97;105.98;-;105.98;105.98;105.98
Sep 9, 2023 12:00 AM;Sep 9, 2023 1:00 AM;105.20;94.10;105.20;105.20;105.20;105.20;105.20;76.50;105.20;105.20;11.53;105.48;105.20;-;105.20;105.20;105.20
Sep 9, 2023 1:00 AM;Sep 9, 2023 2:00 AM;102.47;91.68;102.47;102.47;102.47;102.47;102.47;75.59;102.47;102.47;11.15;101.94;102.47;-;102.47;102.47;102.47
Sep 9, 2023 2:00 AM;Sep 9, 2023 3:00 AM;100.01;89.69;100.01;100.01;100.01;100.01;100.01;75.08;100.01;100.01;10.90;100.52;100.01;-;100.01;100.01;100.01
Sep 9, 2023 3:00 AM;Sep 9, 2023 4:00 AM;100.00;89.74;100.00;100.00;100.00;100.00;100.00;75.05;100.00;102.80;10.83;98.51;100.00;-;100.00;100.00;100.00
Sep 9, 2023 4:00 AM;Sep 9, 2023 5:00 AM;100.85;88.67;95.94;100.85;100.85;90.15;100.85;75.02;99.47;102.85;10.64;98.40;100.34;-;99.67;99.14;99.85
Sep 9, 2023 5:00 AM;Sep 9, 2023 6:00 AM;101.33;88.11;92.50;99.80;101.33;87.34;99.80;75.02;100.55;103.01;8.76;100.22;100.92;-;100.00;99.56;100.38
Sep 9, 2023 6:00 AM;Sep 9, 2023 7:00 AM;103.83;92.44;103.45;103.83;103.83;102.99;103.83;75.02;103.75;103.79;10.01;102.56;103.74;-;103.74;103.70;103.74
Sep 9, 2023 7:00 AM;Sep 9, 2023 8:00 AM;104.04;92.64;103.38;104.04;104.04;102.60;104.04;75.47;103.89;103.97;10.55;103.11;103.92;-;103.89;103.84;103.89
Sep 9, 2023 8:00 AM;Sep 9, 2023 9:00 AM;96.09;87.50;96.09;96.09;96.09;96.09;96.09;77.43;96.09;102.89;12.52;97.03;96.09;-;104.76;96.09;96.09
Sep 9, 2023 9:00 AM;Sep 9, 2023 10:00 AM;89.77;83.08;89.77;89.77;89.77;89.77;89.77;78.25;89.77;102.85;15.28;89.15;89.77;-;99.16;89.77;89.77
Sep 9, 2023 10:00 AM;Sep 9, 2023 11:00 AM;78.79;73.31;79.02;78.79;78.79;79.64;78.79;67.76;84.27;97.51;16.65;79.92;65.30;-;98.61;68.54;64.44
Sep 9, 2023 11:00 AM;Sep 9, 2023 12:00 PM;65.53;63.31;65.53;65.53;65.53;65.53;65.53;63.06;65.53;90.60;16.25;67.74;65.53;-;89.20;65.53;65.53
Sep 9, 2023 12:00 PM;Sep 9, 2023 1:00 PM;20.52;33.20;37.82;15.05;15.05;62.98;-2.16;30.21;43.89;86.43;15.05;42.10;18.83;-;87.83;27.98;21.59
Sep 9, 2023 1:00 PM;Sep 9, 2023 2:00 PM;5.19;18.99;21.69;5.19;10.66;32.01;-8.09;5.35;11.34;86.55;10.66;25.25;8.24;-;65.30;11.39;9.33
Sep 9, 2023 2:00 PM;Sep 9, 2023 3:00 PM;10.39;21.48;17.08;10.39;11.68;26.32;2.15;13.42;14.10;88.96;11.68;28.26;12.22;-;52.23;14.13;12.88
Sep 9, 2023 3:00 PM;Sep 9, 2023 4:00 PM;57.89;58.15;57.89;56.60;56.60;57.89;57.89;63.09;57.89;102.80;13.31;57.85;57.89;-;57.89;57.89;57.89
Sep 9, 2023 4:00 PM;Sep 9, 2023 5:00 PM;78.80;74.23;78.80;78.80;78.80;78.80;78.80;70.30;78.80;103.38;13.51;77.74;78.80;-;83.67;78.80;78.80
Sep 9, 2023 5:00 PM;Sep 9, 2023 6:00 PM;97.75;89.72;95.63;97.38;97.75;94.54;97.38;79.81;97.36;117.06;13.42;98.97;97.65;-;99.46;97.28;97.52
Sep 9, 2023 6:00 PM;Sep 9, 2023 7:00 PM;121.30;107.19;118.20;121.30;121.30;116.63;120.59;79.93;120.73;134.47;12.34;112.50;121.15;-;120.60;120.60;120.96
Sep 9, 2023 7:00 PM;Sep 9, 2023 8:00 PM;154.21;129.33;144.57;154.21;154.21;139.82;152.00;80.96;152.41;153.90;10.11;126.76;153.70;-;151.91;151.91;153.03
Sep 9, 2023 8:00 PM;Sep 9, 2023 9:00 PM;156.51;131.11;152.80;156.51;156.51;137.67;157.49;80.97;152.36;156.02;3.10;133.05;155.71;-;152.36;152.73;154.72
